Estado,Clave municipal,Municipio,  PM10,  PM2.5,  SO2,  CO,  NOX,  COV,  NH3
Oaxaca,20129,San Cristóbal Suchixtlahuaca, 6.41 , 2.98 , 0.09 , 19.42 , 237.82 , 572.86 , 10.29 
Oaxaca,20130,San Dionisio del Mar, 37.63 , 31.58 , 1.24 , 297.01 , 579.87 ," 6,704.84 ", 41.29 
Oaxaca,20131,San Dionisio Ocotepec, 74.35 , 58.62 , 2.09 , 679.55 , 225.01 ," 3,678.17 ", 55.12 
Oaxaca,20132,San Dionisio Ocotlán, 6.93 , 4.72 , 0.16 , 65.59 , 47.71 , 109.16 , 9.10 
Oaxaca,20133,San Esteban Atatlahuca, 32.61 , 27.48 , 0.82 , 240.14 , 172.35 , 512.53 , 33.68 
Oaxaca,20134,San Felipe Jalapa de Díaz, 192.71 , 161.64 , 5.34 ," 1,500.44 ", 452.90 ," 3,555.71 ", 174.35 
Oaxaca,20135,San Felipe Tejalápam, 41.50 , 35.09 , 1.20 , 415.23 , 211.71 , 548.18 , 65.17 
Oaxaca,20136,San Felipe Usila, 105.45 , 81.58 , 2.50 , 668.42 , 244.67 ," 18,684.06 ", 173.88 
Oaxaca,20137,San Francisco Cahuacuá, 32.97 , 26.06 , 0.78 , 202.00 , 371.43 ," 1,076.89 ", 34.79 
Oaxaca,20138,San Francisco Cajonos, 4.00 , 3.28 , 0.11 , 34.63 , 24.62 , 268.07 , 2.85 
Oaxaca,20139,San Francisco Chapulapa, 17.47 , 14.52 , 0.44 , 118.15 , 23.75 , 890.37 , 30.83 
Oaxaca,20140,San Francisco Chindúa, 5.02 , 2.32 , 0.07 , 23.08 , 97.17 , 269.52 , 6.05 
Oaxaca,20141,San Francisco del Mar, 74.12 , 53.62 , 1.58 , 417.01 , 645.21 ," 9,244.24 ", 54.53 
Oaxaca,20142,San Francisco Huehuetlán, 10.83 , 8.70 , 0.26 , 69.00 , 39.58 , 381.87 , 17.29 
Oaxaca,20143,San Francisco Ixhuatán, 70.26 , 50.95 , 1.92 , 434.83 , 622.48 ," 4,835.08 ", 54.82 
Oaxaca,20144,San Francisco Jaltepetongo, 9.44 , 7.57 , 0.23 , 78.23 , 285.28 , 685.39 , 15.95 
Oaxaca,20145,San Francisco Lachigoló, 9.29 , 6.99 , 0.38 , 227.73 , 99.14 , 183.23 , 14.03 
Oaxaca,20146,San Francisco Logueche, 18.51 , 16.51 , 0.49 , 141.97 , 178.70 , 505.82 , 24.04 
Oaxaca,20147,San Francisco Nuxaño, 4.77 , 3.28 , 0.10 , 23.87 , 90.42 , 231.39 , 5.66 
Oaxaca,20148,San Francisco Ozolotepec, 14.08 , 11.78 , 0.35 , 95.81 , 109.71 , 311.66 , 14.98 
Oaxaca,20149,San Francisco Sola, 19.09 , 15.77 , 1.05 , 174.51 , 161.07 , 378.76 , 11.98 
Oaxaca,20150,San Francisco Telixtlahuaca, 31.23 , 25.49 , 1.32 , 499.83 , 300.45 , 838.01 , 43.65 
Oaxaca,20151,San Francisco Teopan, 4.58 , 2.88 , 0.08 , 21.45 , 119.33 , 278.02 , 10.22 
Oaxaca,20152,San Francisco Tlapancingo, 11.53 , 10.18 , 0.30 , 89.05 , 147.41 ," 1,276.52 ", 19.59 
Oaxaca,20153,San Gabriel Mixtepec, 37.08 , 29.18 , 1.18 , 327.34 , 183.56 ," 4,653.01 ", 98.76 
Oaxaca,20154,San Ildefonso Amatlán, 20.71 , 17.26 , 0.53 , 156.36 , 161.99 , 405.65 , 23.69 
Oaxaca,20155,San Ildefonso Sola, 15.09 , 11.95 , 2.84 , 81.64 , 188.24 , 276.54 , 11.69 
Oaxaca,20156,San Ildefonso Villa Alta, 28.03 , 22.31 , 0.69 , 204.56 , 57.74 ," 2,030.71 ", 39.06 
Oaxaca,20157,San Jacinto Amilpas, 17.84 , 14.01 , 1.72 , 980.06 , 228.45 , 341.79 , 23.60 
Oaxaca,20158,San Jacinto Tlacotepec, 21.20 , 16.64 , 0.50 , 140.89 , 118.11 , 309.64 , 25.11 
Oaxaca,20159,San Jerónimo Coatlán, 51.98 , 40.48 , 1.85 , 379.91 , 534.55 ," 6,907.02 ", 70.01 
Oaxaca,20160,San Jerónimo Silacayoapilla, 18.85 , 16.98 , 0.29 , 105.23 , 98.51 , 344.83 , 13.86 
Oaxaca,20161,San Jerónimo Sosola, 46.46 , 36.95 , 2.62 , 363.94 , 237.43 ," 2,734.81 ", 28.52 
Oaxaca,20162,San Jerónimo Taviche, 14.74 , 12.10 , 0.36 , 102.62 , 135.36 , 342.89 , 16.87 
Oaxaca,20163,San Jerónimo Tecóatl, 12.07 , 10.04 , 0.30 , 88.23 , 60.16 , 455.03 , 28.68 
Oaxaca,20164,San Jorge Nuchita, 17.21 , 14.94 , 0.46 , 132.17 , 134.39 ," 1,481.43 ", 12.40 
Oaxaca,20165,San José Ayuquila, 8.15 , 6.96 , 0.21 , 68.70 , 108.47 , 320.91 , 12.06 
Oaxaca,20166,San José Chiltepec, 126.52 , 102.93 , 6.50 , 862.66 , 367.05 ," 6,712.35 ", 117.89 
Oaxaca,20167,San José del Peñasco, 19.59 , 15.49 , 0.50 , 139.86 , 114.98 , 292.96 , 22.40 
Oaxaca,20168,San José Estancia Grande, 7.50 , 5.79 , 0.19 , 45.64 , 125.87 ," 1,379.39 ", 10.12 
Oaxaca,20169,San José Independencia, 30.22 , 25.85 , 0.76 , 214.06 , 167.50 , 817.04 , 37.27 
Oaxaca,20170,San José Lachiguiri, 23.37 , 21.33 , 0.65 , 191.19 , 123.53 ," 1,846.03 ", 29.83 
Oaxaca,20171,San José Tenango, 148.13 , 122.96 , 3.68 ," 1,023.59 ", 90.69 ," 12,908.68 ", 289.40 
Oaxaca,20172,San Juan Achiutla, 4.71 , 3.11 , 0.09 , 30.58 , 85.99 , 212.14 , 4.37 
Oaxaca,20173,San Juan Atepec, 13.26 , 10.97 , 0.33 , 98.91 , 121.34 ," 2,571.37 ", 8.81 
Oaxaca,20174,Ánimas Trujano, 7.06 , 5.56 , 0.34 , 234.84 , 65.41 , 83.15 , 11.32 
Oaxaca,20175,San Juan Bautista Atatlahuca, 14.38 , 11.51 , 0.35 , 97.67 , 92.96 ," 2,631.38 ", 15.94 
Oaxaca,20176,San Juan Bautista Coixtlahuaca, 29.66 , 19.17 , 0.58 , 176.23 , 640.95 ," 1,584.85 ", 32.99 
Oaxaca,20177,San Juan Bautista Cuicatlán, 81.96 , 55.29 , 2.19 , 649.10 , 353.43 ," 6,326.08 ", 62.60 
Oaxaca,20178,San Juan Bautista Guelache, 26.50 , 22.16 , 1.46 , 473.38 , 128.81 , 210.64 , 20.26 
Oaxaca,20179,San Juan Bautista Jayacatlán, 11.50 , 9.24 , 0.27 , 78.98 , 38.78 , 742.24 , 12.44 
Oaxaca,20180,San Juan Bautista Lo de Soto, 16.38 , 12.19 , 0.38 , 101.69 , 178.74 , 692.69 , 25.15 
Oaxaca,20181,San Juan Bautista Suchitepec, 3.50 , 2.96 , 0.09 , 24.37 , 97.40 , 229.50 , 6.65 
Oaxaca,20182,San Juan Bautista Tlacoatzintepec, 19.82 , 15.09 , 0.45 , 117.01 , 16.47 ," 1,735.99 ", 43.40 
Oaxaca,20183,San Juan Bautista Tlachichilco, 9.85 , 8.26 , 0.24 , 69.31 , 159.91 ," 3,581.04 ", 13.55 
Oaxaca,20184,San Juan Bautista Tuxtepec," 1,136.79 ", 883.11 , 228.29 ," 12,646.72 "," 5,996.71 "," 21,927.79 ", 567.59 
Oaxaca,20185,San Juan Cacahuatepec, 55.19 , 45.31 , 1.79 , 499.18 , 265.22 ," 8,109.73 ", 40.88 
Oaxaca,20186,San Juan Cieneguilla, 4.54 , 3.44 , 0.10 , 26.70 , 86.87 ," 1,926.43 ", 8.84 
Oaxaca,20187,San Juan Coatzóspam, 17.45 , 14.00 , 0.44 , 113.65 , 77.44 ," 4,199.32 ", 47.18 
Oaxaca,20188,San Juan Colorado, 75.02 , 64.92 , 1.91 , 558.84 , 389.23 ," 2,004.94 ", 60.35 
Oaxaca,20189,San Juan Comaltepec, 32.25 , 26.04 , 0.82 , 172.38 , 72.52 ," 1,026.89 ", 39.45 
Oaxaca,20190,San Juan Cotzocón, 216.48 , 157.89 , 5.96 ," 1,517.02 "," 4,533.48 "," 65,942.32 ", 370.04 
Oaxaca,20191,San Juan Chicomezúchil, 3.49 , 2.53 , 0.08 , 19.45 , 16.05 , 373.31 , 6.16 
Oaxaca,20192,San Juan Chilateca, 5.01 , 3.46 , 0.13 , 76.63 , 38.20 , 80.17 , 5.64 
Oaxaca,20193,San Juan del Estado, 12.27 , 9.62 , 0.40 , 166.30 , 142.41 , 385.60 , 14.58 
Oaxaca,20194,San Juan del Río, 9.30 , 7.21 , 0.23 , 74.38 , 18.76 ," 1,594.87 ", 7.56 
Oaxaca,20195,San Juan Diuxi, 10.29 , 8.76 , 0.26 , 80.32 , 152.65 , 411.33 , 10.17 
Oaxaca,20196,San Juan Evangelista Analco, 3.27 , 2.61 , 0.08 , 31.36 , 54.12 , 564.38 , 1.15 
Oaxaca,20197,San Juan Guelavía, 22.34 , 19.38 , 0.89 , 234.76 , 187.36 , 432.07 , 30.40 
Oaxaca,20198,San Juan Guichicovi, 250.30 , 205.94 , 7.64 ," 1,953.00 "," 2,810.06 "," 25,258.96 ", 231.91 
Oaxaca,20199,San Juan Ihualtepec, 4.71 , 3.78 , 0.11 , 30.98 , 91.13 , 721.48 , 11.60 
Oaxaca,20200,San Juan Juquila Mixes, 34.73 , 28.27 , 0.92 , 237.45 , 184.86 ," 4,576.50 ", 55.68 
Oaxaca,20201,San Juan Juquila Vijanos, 17.61 , 14.94 , 0.45 , 133.75 , 98.00 , 998.03 , 20.95 
Oaxaca,20202,San Juan Lachao, 58.32 , 47.09 , 3.24 , 502.14 , 181.66 , 808.12 , 97.27 
Oaxaca,20203,San Juan Lachigalla, 24.21 , 20.78 , 0.72 , 201.77 , 363.44 , 937.29 , 35.75 
Oaxaca,20204,San Juan Lajarcia, 8.16 , 5.29 , 0.16 , 42.19 , 27.02 ," 2,908.82 ", 6.25 
Oaxaca,20205,San Juan Lalana, 154.91 , 123.45 , 3.93 , 991.23 ," 1,908.68 "," 19,483.00 ", 201.10 
Oaxaca,20206,San Juan de los Cués, 15.80 , 13.46 , 0.41 , 139.37 , 136.09 ," 2,676.40 ", 25.71 
Oaxaca,20207,San Juan Mazatlán, 155.86 , 127.66 , 5.02 ," 1,137.71 "," 2,175.83 "," 52,622.17 ", 258.69 
Oaxaca,20208,San Juan Mixtepec -Dto. 08 -, 84.46 , 62.02 , 1.97 , 555.45 , 907.98 ," 2,216.24 ", 114.31 
Oaxaca,20209,San Juan Mixtepec -Dto. 26 -, 142.42 , 121.11 , 12.60 ," 1,398.57 ", 191.46 , 447.02 , 62.77 
Oaxaca,20210,San Juan Ñumí, 54.03 , 41.95 , 1.25 , 365.41 , 714.27 ," 1,785.07 ", 81.01 
Oaxaca,20211,San Juan Ozolotepec, 21.95 , 16.25 , 0.48 , 133.60 , 373.95 ," 1,706.20 ", 32.33 
Oaxaca,20212,San Juan Petlapa, 29.28 , 23.68 , 0.72 , 182.35 , 80.86 ," 9,467.94 ", 39.92 
Oaxaca,20213,San Juan Quiahije, 128.59 , 108.67 , 10.20 ," 1,252.25 ", 220.52 , 808.53 , 41.38 
Oaxaca,20214,San Juan Quiotepec, 14.29 , 11.71 , 0.37 , 118.60 , 141.41 ," 7,659.33 ", 22.87 
Oaxaca,20215,San Juan Sayultepec, 11.45 , 6.31 , 0.21 , 66.64 , 111.68 , 259.87 , 7.70 
Oaxaca,20216,San Juan Tabaá, 10.24 , 8.96 , 0.27 , 74.65 , 76.12 , 210.71 , 10.59 
Oaxaca,20217,San Juan Tamazola, 70.65 , 55.66 , 3.79 , 561.53 , 819.18 ," 2,866.92 ", 46.61 
Oaxaca,20218,San Juan Teita, 12.55 , 10.25 , 0.77 , 103.47 , 68.46 , 158.22 , 13.53 
Oaxaca,20219,San Juan Teitipac, 16.45 , 14.24 , 0.49 , 151.50 , 134.94 , 321.72 , 29.83 
Oaxaca,20220,San Juan Tepeuxila, 24.94 , 21.15 , 0.63 , 177.84 , 361.19 ," 9,085.51 ", 29.20 
Oaxaca,20221,San Juan Teposcolula, 13.25 , 8.84 , 0.27 , 95.82 , 477.64 ," 1,125.26 ", 16.45 
Oaxaca,20222,San Juan Yaeé, 13.73 , 11.74 , 0.35 , 97.35 , 99.33 , 271.07 , 17.57 
Oaxaca,20223,San Juan Yatzona, 7.05 , 4.42 , 0.13 , 31.98 , 20.87 , 55.45 , 9.39 
Oaxaca,20224,San Juan Yucuita, 9.03 , 4.93 , 0.15 , 51.53 , 149.69 , 358.91 , 7.45 
Oaxaca,20225,San Lorenzo, 53.23 , 44.68 , 1.30 , 369.52 , 215.63 ," 1,228.64 ", 36.40 
Oaxaca,20226,San Lorenzo Albarradas, 22.10 , 16.75 , 0.57 , 177.79 , 110.84 ," 2,397.79 ", 23.18 
Oaxaca,20227,San Lorenzo Cacaotepec, 34.39 , 27.93 , 1.51 , 917.06 , 244.52 , 457.22 , 41.46 
Oaxaca,20228,San Lorenzo Cuaunecuiltitla, 5.73 , 5.02 , 0.15 , 41.41 , 11.14 , 46.87 , 10.31 
Oaxaca,20229,San Lorenzo Texmelúcan, 50.95 , 43.50 , 1.30 , 365.36 , 125.98 , 483.37 , 72.12 
Oaxaca,20230,San Lorenzo Victoria, 6.33 , 4.88 , 0.14 , 38.96 , 32.45 ," 1,203.48 ", 6.96 
Oaxaca,20231,San Lucas Camotlán, 21.78 , 18.66 , 0.55 , 154.56 , 13.97 ," 1,408.24 ", 41.44 
Oaxaca,20232,San Lucas Ojitlán, 181.12 , 145.73 , 5.59 ," 1,241.88 ", 603.66 ," 6,029.40 ", 165.71 
Oaxaca,20233,San Lucas Quiaviní, 13.76 , 11.46 , 0.41 , 129.87 , 90.56 , 218.64 , 17.20 
Oaxaca,20234,San Lucas Zoquiápam, 54.46 , 48.27 , 1.44 , 413.33 , 147.07 ," 1,783.21 ", 73.29 
Oaxaca,20235,San Luis Amatlán, 52.08 , 36.40 , 1.13 , 298.36 , 251.75 ," 5,744.10 ", 44.80 
Oaxaca,20236,San Marcial Ozolotepec, 12.33 , 10.20 , 0.30 , 81.97 , 32.65 , 104.17 , 16.37 
Oaxaca,20237,San Marcos Arteaga, 7.18 , 4.76 , 0.15 , 63.32 , 108.51 ," 1,658.47 ", 10.22 
Oaxaca,20238,San Martín de los Cansecos, 8.19 , 6.37 , 0.19 , 49.76 , 23.55 , 66.05 , 8.09 
Oaxaca,20239,San Martín Huamelúlpam, 11.53 , 8.61 , 0.27 , 85.43 , 92.50 , 226.31 , 16.94 
Oaxaca,20240,San Martín Itunyoso, 28.34 , 23.51 , 1.45 , 229.71 , 95.22 , 265.74 , 26.87 
Oaxaca,20241,San Martín Lachilá, 10.96 , 7.97 , 0.24 , 70.21 , 31.89 , 87.97 , 11.07 
Oaxaca,20242,San Martín Peras, 59.54 , 51.59 , 1.70 , 498.64 , 506.38 ," 1,363.32 ", 69.36 
Oaxaca,20243,San Martín Tilcajete, 12.86 , 9.24 , 0.38 , 130.77 , 68.89 , 174.93 , 9.67 
Oaxaca,20244,San Martín Toxpalan, 23.44 , 20.22 , 0.67 , 207.97 , 78.79 ," 1,396.33 ", 36.48 
Oaxaca,20245,San Martín Zacatepec, 7.79 , 7.26 , 0.22 , 62.65 , 56.08 , 697.01 , 8.86 
Oaxaca,20246,San Mateo Cajonos, 5.36 , 4.62 , 0.14 , 39.40 , 16.93 , 298.24 , 3.96 
Oaxaca,20247,Capulálpam de Méndez, 6.00 , 4.39 , 0.16 , 90.53 , 37.41 , 698.83 , 5.47 
Oaxaca,20248,San Mateo del Mar, 87.65 , 81.12 , 2.54 , 752.50 , 270.68 ," 1,120.63 ", 66.46 
Oaxaca,20249,San Mateo Yoloxochitlán, 20.78 , 19.00 , 0.57 , 178.73 , 42.96 , 169.74 , 27.91 
Oaxaca,20250,San Mateo Etlatongo, 10.08 , 7.69 , 0.24 , 76.55 , 107.45 , 282.52 , 8.38 
Oaxaca,20251,San Mateo Nejápam, 7.78 , 6.75 , 0.20 , 55.80 , 67.00 , 974.72 , 11.20 
Oaxaca,20252,San Mateo Peñasco, 31.46 , 26.30 , 1.58 , 273.20 , 121.09 , 327.72 , 44.35 
Oaxaca,20253,San Mateo Piñas, 20.44 , 15.90 , 0.48 , 132.99 , 38.08 ," 4,243.36 ", 133.49 
Oaxaca,20254,San Mateo Río Hondo, 24.49 , 20.81 , 0.77 , 205.49 , 89.10 ," 1,185.47 ", 36.87 
Oaxaca,20255,San Mateo Sindihui, 41.45 , 34.45 , 2.48 , 365.26 , 93.06 , 333.46 , 25.00 
Oaxaca,20256,San Mateo Tlapiltepec, 2.65 , 1.72 , 0.05 , 12.71 , 94.38 , 226.34 , 5.05 
Oaxaca,20257,San Melchor Betaza, 9.44 , 7.98 , 0.24 , 65.33 , 55.62 , 399.74 , 11.70 
Oaxaca,20258,San Miguel Achiutla, 8.31 , 6.04 , 0.18 , 46.66 , 122.47 , 348.89 , 9.38 
Oaxaca,20259,San Miguel Ahuehuetitlán, 31.54 , 26.90 , 1.92 , 272.06 , 110.05 ," 1,222.53 ", 17.23 
Oaxaca,20260,San Miguel Aloápam, 19.26 , 16.10 , 0.61 , 171.22 , 146.17 ," 2,335.09 ", 10.85 
Oaxaca,20261,San Miguel Amatitlán, 43.11 , 39.20 , 1.18 , 359.82 , 173.35 ," 1,542.98 ", 104.94 
Oaxaca,20262,San Miguel Amatlán, 8.55 , 6.98 , 0.22 , 73.16 , 22.15 , 172.88 , 16.21 
Oaxaca,20263,San Miguel Coatlán, 27.82 , 22.23 , 0.60 , 165.32 , 38.59 , 173.87 , 27.09 
Oaxaca,20264,San Miguel Chicahua, 19.34 , 15.86 , 0.49 , 145.68 , 95.02 , 266.12 , 25.21 
Oaxaca,20265,San Miguel Chimalapa, 861.73 , 728.12 , 75.24 ," 8,371.37 ", 487.43 ," 9,654.54 ", 127.35 
Oaxaca,20266,San Miguel del Puerto, 61.26 , 52.55 , 2.21 , 567.64 , 123.45 ," 3,549.43 ", 146.96 
Oaxaca,20267,San Miguel del Río, 1.91 , 1.51 , 0.04 , 12.73 , 4.44 , 95.80 , 1.37 
Oaxaca,20268,San Miguel Ejutla, 7.20 , 5.05 , 0.16 , 56.15 , 22.39 , 54.73 , 8.27 
Oaxaca,20269,San Miguel el Grande, 42.20 , 33.43 , 1.33 , 415.83 , 167.95 , 387.27 , 32.69 
Oaxaca,20270,San Miguel Huautla, 12.09 , 9.29 , 0.28 , 74.51 , 20.56 , 95.11 , 17.02 
Oaxaca,20271,San Miguel Mixtepec, 20.15 , 16.32 , 0.58 , 164.98 , 40.07 , 115.50 , 28.30 
Oaxaca,20272,San Miguel Panixtlahuaca, 34.36 , 28.86 , 0.88 , 279.44 , 27.38 ," 1,778.57 ", 86.80 
Oaxaca,20273,San Miguel Peras, 34.22 , 26.92 , 1.18 , 254.54 , 64.32 , 195.89 , 38.06 
Oaxaca,20274,San Miguel Piedras, 12.33 , 9.33 , 0.27 , 73.87 , 51.28 , 147.09 , 14.73 
Oaxaca,20275,San Miguel Quetzaltepec, 66.96 , 56.63 , 1.70 , 471.55 , 31.62 ," 1,642.17 ", 89.69 
Oaxaca,20276,San Miguel Santa Flor, 6.64 , 5.57 , 0.17 , 45.19 , 10.99 , 60.46 , 11.78 
Oaxaca,20277,Villa Sola de Vega, 205.66 , 165.15 , 11.68 ," 1,781.32 ", 612.14 ," 1,977.62 ", 142.64 
Oaxaca,20278,San Miguel Soyaltepec, 498.60 , 420.56 , 29.53 ," 3,046.44 ", 347.99 ," 7,235.91 ", 294.85 
Oaxaca,20279,San Miguel Suchixtepec, 18.08 , 16.10 , 0.50 , 159.69 , 44.09 , 143.57 , 17.15 
Oaxaca,20280,Villa Talea de Castro, 18.76 , 15.55 , 0.47 , 135.32 , 68.56 , 213.94 , 29.33 
Oaxaca,20281,San Miguel Tecomatlán, 3.54 , 2.18 , 0.07 , 17.71 , 21.74 , 75.14 , 3.56 
Oaxaca,20282,San Miguel Tenango, 7.58 , 5.86 , 0.17 , 47.61 , 33.32 , 792.84 , 5.85 
Oaxaca,20283,San Miguel Tequixtepec, 8.45 , 6.18 , 0.18 , 50.91 , 297.52 , 867.08 , 20.54 
Oaxaca,20284,San Miguel Tilquiápam, 21.75 , 18.81 , 0.58 , 193.52 , 100.04 , 272.03 , 24.89 
Oaxaca,20285,San Miguel Tlacamama, 60.29 , 50.36 , 4.06 , 551.81 , 120.02 , 915.25 , 41.17 
Oaxaca,20286,San Miguel Tlacotepec, 17.09 , 14.93 , 0.47 , 174.61 , 101.43 , 400.48 , 21.28 
Oaxaca,20287,San Miguel Tulancingo, 3.89 , 2.73 , 0.08 , 22.02 , 74.83 , 184.77 , 5.52 
Oaxaca,20288,San Miguel Yotao, 5.44 , 4.79 , 0.14 , 40.08 , 12.36 , 452.01 , 7.93 
Oaxaca,20289,San Nicolás, 12.18 , 9.45 , 0.29 , 81.72 , 55.21 , 149.35 , 9.77 
Oaxaca,20290,San Nicolás Hidalgo, 5.82 , 4.71 , 0.14 , 37.62 , 9.42 , 145.43 , 8.98 
Oaxaca,20291,San Pablo Coatlán, 57.58 , 44.05 , 4.84 , 377.33 , 135.62 , 299.87 , 48.47 
Oaxaca,20292,San Pablo Cuatro Venados, 13.49 , 9.34 , 0.44 , 75.12 , 62.55 , 132.17 , 14.31 
Oaxaca,20293,San Pablo Etla, 24.14 , 18.50 , 1.19 , 884.83 , 225.40 , 304.91 , 32.97 
Oaxaca,20294,San Pablo Huitzo, 25.36 , 20.19 , 0.75 , 332.98 , 112.72 , 195.36 , 32.17 
Oaxaca,20295,San Pablo Huixtepec, 51.49 , 41.30 , 1.65 , 614.59 , 137.92 , 324.74 , 55.13 
Oaxaca,20296,San Pablo Macuiltianguis, 6.84 , 5.90 , 0.18 , 54.03 , 49.69 ," 1,882.41 ", 4.60 
Oaxaca,20297,San Pablo Tijaltepec, 20.39 , 14.72 , 0.43 , 129.94 , 113.26 , 455.55 , 39.66 
Oaxaca,20298,San Pablo Villa de Mitla, 42.81 , 34.47 , 1.43 , 606.66 , 181.33 ," 1,120.34 ", 51.41 
Oaxaca,20299,San Pablo Yaganiza, 7.00 , 6.10 , 0.19 , 64.51 , 20.02 , 271.65 , 4.73 
Oaxaca,20300,San Pedro Amuzgos, 41.03 , 35.10 , 1.06 , 323.77 , 55.06 ," 1,087.82 ", 42.46 
Oaxaca,20301,San Pedro Apóstol, 12.39 , 9.30 , 0.30 , 106.50 , 30.67 , 74.89 , 11.49 
Oaxaca,20302,San Pedro Atoyac, 34.26 , 27.54 , 0.83 , 244.03 , 79.95 , 636.66 , 32.88 
Oaxaca,20303,San Pedro Cajonos, 6.25 , 5.60 , 0.17 , 55.04 , 3.42 , 83.35 , 5.33 
Oaxaca,20304,San Pedro Coxcaltepec Cántaros, 7.98 , 6.21 , 0.19 , 55.08 , 76.51 , 700.89 , 9.70 
Oaxaca,20305,San Pedro Comitancillo, 26.68 , 16.97 , 0.77 , 263.54 , 89.76 , 553.68 , 15.34 
Oaxaca,20306,San Pedro el Alto, 55.00 , 48.03 , 3.56 , 499.40 , 96.76 , 289.52 , 32.22 
Oaxaca,20307,San Pedro Huamelula, 79.82 , 64.98 , 2.00 , 623.37 , 201.79 ," 4,733.50 ", 42.61 
Oaxaca,20308,San Pedro Huilotepec, 22.97 , 17.40 , 0.53 , 171.61 , 41.53 , 332.13 , 11.31 
Oaxaca,20309,San Pedro Ixcatlán, 85.86 , 74.48 , 2.39 , 661.68 , 113.89 , 930.35 , 91.93 
Oaxaca,20310,San Pedro Ixtlahuaca, 28.71 , 23.86 , 0.92 , 444.82 , 93.01 , 202.66 , 34.62 
Oaxaca,20311,San Pedro Jaltepetongo, 6.38 , 4.87 , 0.34 , 36.44 , 38.52 , 394.09 , 11.05 
Oaxaca,20312,San Pedro Jicayán, 75.48 , 66.56 , 2.19 , 622.04 , 93.49 ," 1,197.43 ", 51.95 
Oaxaca,20313,San Pedro Jocotipac, 8.77 , 7.21 , 0.22 , 60.75 , 52.60 , 429.60 , 16.94 
Oaxaca,20314,San Pedro Juchatengo, 9.10 , 6.94 , 0.22 , 81.16 , 38.34 , 185.60 , 12.98 
Oaxaca,20315,San Pedro Mártir, 15.46 , 12.97 , 0.46 , 147.51 , 28.25 , 87.51 , 14.39 
Oaxaca,20316,San Pedro Mártir Quiechapa, 7.93 , 5.98 , 0.17 , 47.51 , 26.78 , 732.55 , 9.57 
Oaxaca,20317,San Pedro Mártir Yucuxaco, 12.99 , 10.20 , 0.30 , 93.36 , 109.26 , 283.71 , 16.14 
Oaxaca,20318,San Pedro Mixtepec -Dto. 22 -, 158.93 , 132.53 , 10.53 ," 3,755.39 ", 770.77 ," 4,157.76 ", 133.79 
Oaxaca,20319,San Pedro Mixtepec -Dto. 26 -, 8.09 , 7.74 , 0.23 , 65.89 , 28.84 , 92.82 , 45.66 
Oaxaca,20320,San Pedro Molinos, 7.47 , 5.89 , 0.17 , 47.77 , 38.20 , 111.74 , 7.10 
Oaxaca,20321,San Pedro Nopala, 6.05 , 5.03 , 0.15 , 45.39 , 69.39 , 172.34 , 10.54 
Oaxaca,20322,San Pedro Ocopetatillo, 7.80 , 6.28 , 0.19 , 50.07 , 11.22 , 50.56 , 22.05 
Oaxaca,20323,San Pedro Ocotepec, 17.25 , 13.83 , 0.41 , 111.31 , 12.76 , 567.82 , 28.41 
Oaxaca,20324,San Pedro Pochutla, 234.67 , 212.35 , 6.92 ," 3,137.75 ", 518.33 ," 17,384.75 ", 234.00 
Oaxaca,20325,San Pedro Quiatoni, 80.53 , 69.81 , 2.22 , 641.39 , 249.73 ," 10,337.80 ", 56.87 
Oaxaca,20326,San Pedro Sochiápam, 42.45 , 33.65 , 1.01 , 271.41 , 105.77 ," 9,748.12 ", 88.44 
Oaxaca,20327,San Pedro Tapanatepec, 132.84 , 92.48 , 4.07 , 948.20 ," 2,890.91 "," 36,602.07 ", 82.22 
Oaxaca,20328,San Pedro Taviche, 11.17 , 8.83 , 0.26 , 74.08 , 165.31 , 531.62 , 19.10 
Oaxaca,20329,San Pedro Teozacoalco, 12.26 , 9.85 , 0.29 , 79.10 , 259.13 , 767.25 , 11.82 
Oaxaca,20330,San Pedro Teutila, 35.73 , 30.23 , 0.92 , 253.19 , 254.79 ," 12,138.53 ", 61.95 
Oaxaca,20331,San Pedro Tidaá, 8.77 , 7.36 , 0.22 , 61.54 , 114.74 , 398.37 , 7.65 
Oaxaca,20332,San Pedro Topiltepec, 4.86 , 2.95 , 0.09 , 21.62 , 167.28 , 420.59 , 7.74 
Oaxaca,20333,San Pedro Totolápam, 94.63 , 13.32 , 63.45 , 381.46 ," 1,115.06 "," 14,272.29 ", 16.33 
Oaxaca,20334,Villa de Tututepec, 326.82 , 267.47 , 11.03 ," 2,961.26 "," 1,989.38 "," 49,518.21 ", 287.08 
Oaxaca,20335,San Pedro Yaneri, 9.27 , 7.55 , 0.23 , 65.63 , 26.78 , 240.56 , 14.70 
Oaxaca,20336,San Pedro Yólox, 12.10 , 10.14 , 0.30 , 82.88 , 164.49 ," 15,214.76 ", 26.29 
Oaxaca,20337,San Pedro y San Pablo Ayutla, 34.75 , 29.76 , 0.97 , 243.97 , 569.62 ," 1,555.31 ", 21.44 
Oaxaca,20338,Villa de Etla, 12.31 , 10.71 , 0.48 , 109.12 , 55.56 , 224.44 , 40.40 
Oaxaca,20339,San Pedro y San Pablo Teposcolula, 24.94 , 18.12 , 0.79 , 260.83 , 604.16 ," 1,455.14 ", 26.13 
